country_code,country,period,index,yoy_pct
IE,Ireland,2018-Q4,126.685,7.2437
IE,Ireland,2019-Q1,125.521,4.4229
IE,Ireland,2019-Q2,126.1817,2.4783
IE,Ireland,2019-Q3,128.0063,1.7504
IE,Ireland,2019-Q4,127.6917,0.7946
IE,Ireland,2020-Q1,126.7479,0.9774
IE,Ireland,2020-Q2,126.6221,0.349
IE,Ireland,2020-Q3,126.9996,-0.7864
IE,Ireland,2020-Q4,128.604,0.7145
IE,Ireland,2021-Q1,130.5859,3.028
IE,Ireland,2021-Q2,133.6689,5.5652
IE,Ireland,2021-Q3,140.4326,10.5772
IE,Ireland,2021-Q4,146.3783,13.8209
IE,Ireland,2022-Q1,150.0904,14.9362
IE,Ireland,2022-Q2,152.7645,14.2857
IE,Ireland,2022-Q3,157.1058,11.8728
IE,Ireland,2022-Q4,158.9619,8.5966
IE,Ireland,2023-Q1,157.7664,5.1142
IE,Ireland,2023-Q2,156.9485,2.7389
IE,Ireland,2023-Q3,159.2764,1.3817
IE,Ireland,2023-Q4,163.9324,3.1269
IE,Ireland,2024-Q1,167.7389,6.321
IE,Ireland,2024-Q2,170.1927,8.4386
IE,Ireland,2024-Q3,175.0688,9.9151
IE,Ireland,2024-Q4,179.2843,9.3648
IE,Ireland,2025-Q1,181.046,7.9332
IE,Ireland,2025-Q2,183.4054,7.7634
IE,Ireland,2025-Q3,188.1557,7.4753
IE,Ireland,2025-Q4,191.805,6.9837
IE,Ireland,2026-Q1,193.4094,6.8288
IN,India,2009-Q1,78.5736,
IN,India,2009-Q2,82.5022,
IN,India,2009-Q3,86.0381,
IN,India,2009-Q4,89.4167,
IN,India,2010-Q1,93.1097,18.5
IN,India,2010-Q2,98.5312,19.4286
IN,India,2010-Q3,104.3887,21.3285
IN,India,2010-Q4,103.9703,16.2762
IN,India,2011-Q1,111.5014,19.7527
IN,India,2011-Q2,121.3336,23.1423
IN,India,2011-Q3,124.8899,19.6393
IN,India,2011-Q4,131.2704,26.2576
IN,India,2012-Q1,140.2658,25.7973
IN,India,2012-Q2,149.1566,22.931
IN,India,2012-Q3,153.8636,23.1994
IN,India,2012-Q4,164.2187,25.0996
IN,India,2013-Q1,168.1935,19.9106
IN,India,2013-Q2,169.7624,13.8149
IN,India,2013-Q3,176.9797,15.0238
IN,India,2013-Q4,180.7452,10.0637
IN,India,2014-Q1,188.7993,12.2512
IN,India,2014-Q2,196.6441,15.8349
IN,India,2014-Q3,201.874,14.0662
IN,India,2014-Q4,211.2878,16.8982
IN,India,2015-Q1,221.8522,17.5069
IN,India,2015-Q2,225.1993,14.5213
IN,India,2015-Q3,228.2327,13.057
IN,India,2015-Q4,231.8936,9.7525
IN,India,2016-Q1,229.1741,3.3004
IN,India,2016-Q2,241.7106,7.3319
IN,India,2016-Q3,245.7005,7.6535
IN,India,2016-Q4,251.2442,8.3446
IN,India,2017-Q1,253.1299,10.4531
IN,India,2017-Q2,262.75,8.7044
IN,India,2017-Q3,264.0052,7.45
IN,India,2017-Q4,269.3397,7.2024
IN,India,2018-Q1,270.1032,6.7054
IN,India,2018-Q2,276.7452,5.3264
IN,India,2018-Q3,279.0045,5.6814
IN,India,2018-Q4,283.1675,5.134
IN,India,2019-Q1,279.9041,3.6286
IN,India,2019-Q2,286.2845,3.447
IN,India,2019-Q3,288.0732,3.2504
IN,India,2019-Q4,291.5876,2.9735
IN,India,2020-Q1,290.8659,3.9163
IN,India,2020-Q2,294.37,2.8243
IN,India,2020-Q3,291.2529,1.1038
IN,India,2020-Q4,297.9786,2.1918
IN,India,2021-Q1,298.5957,2.6575
IN,India,2021-Q2,300.1751,1.972
IN,India,2021-Q3,298.1878,2.3811
IN,India,2021-Q4,307.2983,3.1276
IN,India,2022-Q1,303.9616,1.797
IN,India,2022-Q2,310.2479,3.3556
IN,India,2022-Q3,318.0057,6.6461
IN,India,2022-Q4,321.1405,4.5045
IN,India,2023-Q1,317.1603,4.3422
IN,India,2023-Q2,321.7928,3.7212
IN,India,2023-Q3,326.3556,2.6257
IN,India,2023-Q4,330.6303,2.955
IN,India,2024-Q1,339.0122,6.8899
IN,India,2024-Q2,346.3127,7.6198
IN,India,2024-Q3,349.1572,6.9867
IN,India,2024-Q4,353.3663,6.8766
IN,India,2025-Q1,352.0088,3.8337
IN,India,2025-Q2,358.9313,3.6437
IN,India,2025-Q3,361.5015,3.5355
IN,India,2025-Q4,366.002,3.5758
IN,India,2026-Q1,366.8395,4.2132
IT,Italy,2006-Q2,93.5018,5.9915
IT,Italy,2006-Q3,95.2004,5.8517
IT,Italy,2006-Q4,95.8397,5.612
IT,Italy,2007-Q1,97.1025,5.8631
IT,Italy,2007-Q2,98.2129,5.0385
IT,Italy,2007-Q3,99.5643,4.5839
IT,Italy,2007-Q4,100.0885,4.4333
IT,Italy,2008-Q1,100.7288,3.7345
IT,Italy,2008-Q2,101.733,3.5841
IT,Italy,2008-Q3,102.1687,2.6158
IT,Italy,2008-Q4,100.6137,0.5247
IT,Italy,2009-Q1,100.9688,0.2382
IT,Italy,2009-Q2,100.8626,-0.8556
IT,Italy,2009-Q3,101.013,-1.1311
IT,Italy,2009-Q4,100.3551,-0.2571
IT,Italy,2010-Q1,98.8444,-2.104
IT,Italy,2010-Q2,99.8279,-1.0258
IT,Italy,2010-Q3,100.6147,-0.3943
IT,Italy,2010-Q4,100.7131,0.3567
IT,Italy,2011-Q1,100.1229,1.2935
IT,Italy,2011-Q2,102.1883,2.3645
IT,Italy,2011-Q3,101.7949,1.173
IT,Italy,2011-Q4,101.2048,0.4883
IT,Italy,2012-Q1,100.7131,0.5894
IT,Italy,2012-Q2,99.9262,-2.2137
IT,Italy,2012-Q3,98.1559,-3.5749
IT,Italy,2012-Q4,96.1888,-4.9563
IT,Italy,2013-Q1,93.5333,-7.1289
IT,Italy,2013-Q2,93.2383,-6.6929
IT,Italy,2013-Q3,91.8613,-6.4128
IT,Italy,2013-Q4,90.5827,-5.8282
IT,Italy,2014-Q1,89.5009,-4.3113
IT,Italy,2014-Q2,88.6157,-4.9578
IT,Italy,2014-Q3,87.6322,-4.6039
IT,Italy,2014-Q4,86.2552,-4.7774
IT,Italy,2015-Q1,84.3865,-5.7143
IT,Italy,2015-Q2,84.4849,-4.6615
IT,Italy,2015-Q3,85.2717,-2.6936
IT,Italy,2015-Q4,84.4849,-2.0525
IT,Italy,2016-Q1,84.4849,0.1166
IT,Italy,2016-Q2,85.075,0.6985
IT,Italy,2016-Q3,85.2717,0.0
IT,Italy,2016-Q4,84.6816,0.2328
IT,Italy,2017-Q1,83.8948,-0.6985
IT,Italy,2017-Q2,84.2882,-0.9249
IT,Italy,2017-Q3,83.9931,-1.4994
IT,Italy,2017-Q4,83.5997,-1.2776
IT,Italy,2018-Q1,83.403,-0.5862
IT,Italy,2018-Q2,83.9931,-0.3501
IT,Italy,2018-Q3,83.3046,-0.8197
IT,Italy,2018-Q4,83.2063,-0.4706
IT,Italy,2019-Q1,82.7145,-0.8255
IT,Italy,2019-Q2,83.8948,-0.1171
IT,Italy,2019-Q3,83.5997,0.3542
IT,Italy,2019-Q4,83.403,0.2364
IT,Italy,2020-Q1,84.0915,1.6647
IT,Italy,2020-Q2,86.747,3.3998
IT,Italy,2020-Q3,84.4849,1.0588
IT,Italy,2020-Q4,84.6816,1.533
IT,Italy,2021-Q1,85.5668,1.7544
IT,Italy,2021-Q2,86.9437,0.2268
IT,Italy,2021-Q3,87.9272,4.0745
IT,Italy,2021-Q4,88.0256,3.9489
IT,Italy,2022-Q1,89.5009,4.5977
IT,Italy,2022-Q2,91.4679,5.2036
IT,Italy,2022-Q3,90.4844,2.9083
IT,Italy,2022-Q4,90.386,2.6816
IT,Italy,2023-Q1,90.386,0.989
IT,Italy,2023-Q2,92.1564,0.7527
IT,Italy,2023-Q3,92.058,1.7391
IT,Italy,2023-Q4,91.9597,1.741
IT,Italy,2024-Q1,91.8613,1.6322
IT,Italy,2024-Q2,94.8119,2.8815
IT,Italy,2024-Q3,95.5004,3.7393
IT,Italy,2024-Q4,96.0905,4.492
IT,Italy,2025-Q1,95.8938,4.3897
IT,Italy,2025-Q2,98.5493,3.9419
IT,Italy,2025-Q3,99.0411,3.7075
IT,Italy,2025-Q4,99.9262,3.9918
IT,Italy,2026-Q1,100.9098,5.2308
JP,Japan,2006-Q2,105.3878,-3.2689
JP,Japan,2006-Q3,104.8077,-2.6786
JP,Japan,2006-Q4,104.5674,-2.1152
JP,Japan,2007-Q1,104.327,-1.5426
JP,Japan,2007-Q2,104.1835,-1.1427
JP,Japan,2007-Q3,104.0385,-0.7339
JP,Japan,2007-Q4,103.7981,-0.7356
JP,Japan,2008-Q1,103.5577,-0.7373
JP,Japan,2008-Q2,102.8847,-1.2467
JP,Japan,2008-Q3,102.2116,-1.756
JP,Japan,2008-Q4,101.1539,-2.5475
JP,Japan,2009-Q1,99.2083,-4.2
JP,Japan,2009-Q2,97.7081,-5.0314
JP,Japan,2009-Q3,99.1416,-3.0036
JP,Japan,2009-Q4,98.2749,-2.8462
JP,Japan,2010-Q1,99.6083,0.4032
JP,Japan,2010-Q2,99.775,2.1153
JP,Japan,2010-Q3,100.375,1.2441
JP,Japan,2010-Q4,100.2417,2.0014
JP,Japan,2011-Q1,100.4417,0.8367
JP,Japan,2011-Q2,99.975,0.2005
JP,Japan,2011-Q3,100.6084,0.2325
JP,Japan,2011-Q4,99.2416,-0.9977
JP,Japan,2012-Q1,99.9417,-0.4978
JP,Japan,2012-Q2,98.8749,-1.1004
JP,Japan,2012-Q3,99.1416,-1.4579
JP,Japan,2012-Q4,98.8082,-0.4367
JP,Japan,2013-Q1,99.475,-0.467
JP,Japan,2013-Q2,100.575,1.7195
JP,Japan,2013-Q3,101.6085,2.4882
JP,Japan,2013-Q4,101.5751,2.8003
JP,Japan,2014-Q1,102.5419,3.0831
JP,Japan,2014-Q2,102.0752,1.4915
JP,Japan,2014-Q3,102.7086,1.0827
JP,Japan,2014-Q4,102.1752,0.5907
JP,Japan,2015-Q1,104.9754,2.3732
JP,Japan,2015-Q2,104.6421,2.5147
JP,Japan,2015-Q3,105.6421,2.8562
JP,Japan,2015-Q4,104.1753,1.9576
JP,Japan,2016-Q1,106.6756,1.6196
JP,Japan,2016-Q2,107.7423,2.9627
JP,Japan,2016-Q3,107.509,1.7671
JP,Japan,2016-Q4,106.8089,2.528
JP,Japan,2017-Q1,110.8426,3.9063
JP,Japan,2017-Q2,109.9092,2.0111
JP,Japan,2017-Q3,110.1425,2.4496
JP,Japan,2017-Q4,108.7424,1.8102
JP,Japan,2018-Q1,112.5427,1.5338
JP,Japan,2018-Q2,112.0093,1.9108
JP,Japan,2018-Q3,112.1093,1.7857
JP,Japan,2018-Q4,111.476,2.5138
JP,Japan,2019-Q1,115.1429,2.3104
JP,Japan,2019-Q2,114.1762,1.9345
JP,Japan,2019-Q3,113.5095,1.2489
JP,Japan,2019-Q4,112.5427,0.9569
JP,Japan,2020-Q1,114.6429,-0.4343
JP,Japan,2020-Q2,113.3761,-0.7007
JP,Japan,2020-Q3,113.3761,-0.1175
JP,Japan,2020-Q4,114.3095,1.5699
JP,Japan,2021-Q1,118.4765,3.344
JP,Japan,2021-Q2,119.5766,5.469
JP,Japan,2021-Q3,122.6102,8.1447
JP,Japan,2021-Q4,122.1102,6.8241
JP,Japan,2022-Q1,129.2108,9.0602
JP,Japan,2022-Q2,130.5775,9.1999
JP,Japan,2022-Q3,132.2444,7.8575
JP,Japan,2022-Q4,131.3109,7.5348
JP,Japan,2023-Q1,135.3446,4.7472
JP,Japan,2023-Q2,134.8112,3.2423
JP,Japan,2023-Q3,135.0779,2.1427
JP,Japan,2023-Q4,133.9778,2.031
JP,Japan,2024-Q1,138.7116,2.4877
JP,Japan,2024-Q2,138.5449,2.7695
JP,Japan,2024-Q3,139.445,3.233
JP,Japan,2024-Q4,137.7115,2.7868
JP,Japan,2025-Q1,145.2121,4.6864
JP,Japan,2025-Q2,143.612,3.6574
JP,Japan,2025-Q3,145.4788,4.327
JP,Japan,2025-Q4,144.6454,5.0351
KR,Korea,2006-Q2,84.9264,5.5952
KR,Korea,2006-Q3,85.9437,4.8828
KR,Korea,2006-Q4,89.8204,9.2748
KR,Korea,2007-Q1,92.9299,11.9637
KR,Korea,2007-Q2,93.3399,9.9068
KR,Korea,2007-Q3,93.878,9.232
KR,Korea,2007-Q4,94.558,5.2746
KR,Korea,2008-Q1,95.4294,2.6897
KR,Korea,2008-Q2,97.4392,4.3918
KR,Korea,2008-Q3,98.6174,5.0484
KR,Korea,2008-Q4,98.2808,3.9371
KR,Korea,2009-Q1,96.9146,1.5563
KR,Korea,2009-Q2,96.9103,-0.5428
KR,Korea,2009-Q3,97.7728,-0.8564
KR,Korea,2009-Q4,98.9283,0.6588
KR,Korea,2010-Q1,99.5077,2.6757
KR,Korea,2010-Q2,99.9959,3.1839
KR,Korea,2010-Q3,99.9233,2.1994
KR,Korea,2010-Q4,100.5731,1.6627
KR,Korea,2011-Q1,102.323,2.8292
KR,Korea,2011-Q2,104.7629,4.7672
KR,Korea,2011-Q3,106.3191,6.4007
KR,Korea,2011-Q4,107.6472,7.0337
KR,Korea,2012-Q1,108.2519,5.7943
KR,Korea,2012-Q2,108.5599,3.6244
KR,Korea,2012-Q3,108.3017,1.8647
KR,Korea,2012-Q4,107.9549,0.2859
KR,Korea,2013-Q1,107.7603,-0.4541
KR,Korea,2013-Q2,107.6851,-0.8058
KR,Korea,2013-Q3,107.6388,-0.612
KR,Korea,2013-Q4,108.076,0.1121
KR,Korea,2014-Q1,108.619,0.7968
KR,Korea,2014-Q2,109.1799,1.3881
KR,Korea,2014-Q3,109.5532,1.7785
KR,Korea,2014-Q4,110.3424,2.0971
KR,Korea,2015-Q1,111.0199,2.2104
KR,Korea,2015-Q2,112.4098,2.9583
KR,Korea,2015-Q3,113.8459,3.9184
KR,Korea,2015-Q4,115.1342,4.3427
KR,Korea,2016-Q1,115.6019,4.1272
KR,Korea,2016-Q2,115.7891,3.0062
KR,Korea,2016-Q3,116.1854,2.0549
KR,Korea,2016-Q4,116.8458,1.4866
KR,Korea,2017-Q1,117.0466,1.2497
KR,Korea,2017-Q2,117.2244,1.2395
KR,Korea,2017-Q3,117.8753,1.4545
KR,Korea,2017-Q4,118.3167,1.2588
KR,Korea,2018-Q1,118.9426,1.6199
KR,Korea,2018-Q2,119.5458,1.9803
KR,Korea,2018-Q3,120.3656,2.1126
KR,Korea,2018-Q4,122.0746,3.1762
KR,Korea,2019-Q1,122.1278,2.678
KR,Korea,2019-Q2,121.7576,1.8502
KR,Korea,2019-Q3,121.718,1.1236
KR,Korea,2019-Q4,122.1546,0.0655
KR,Korea,2020-Q1,123.4607,1.0914
KR,Korea,2020-Q2,124.6709,2.3927
KR,Korea,2020-Q3,127.2227,4.5225
KR,Korea,2020-Q4,130.9111,7.1684
KR,Korea,2021-Q1,136.1153,10.2499
KR,Korea,2021-Q2,140.8894,13.009
KR,Korea,2021-Q3,146.4089,15.0808
KR,Korea,2021-Q4,151.529,15.7496
KR,Korea,2022-Q1,153.2779,12.6089
KR,Korea,2022-Q2,154.1145,9.3869
KR,Korea,2022-Q3,154.12,5.2668
KR,Korea,2022-Q4,151.3923,-0.0902
KR,Korea,2023-Q1,146.6481,-4.3253
KR,Korea,2023-Q2,143.6407,-6.7961
KR,Korea,2023-Q3,142.8322,-7.324
KR,Korea,2023-Q4,142.9153,-5.5994
KR,Korea,2024-Q1,142.5474,-2.7963
KR,Korea,2024-Q2,142.2513,-0.9673
KR,Korea,2024-Q3,142.3633,-0.3283
KR,Korea,2024-Q4,142.6825,-0.1629
KR,Korea,2025-Q1,142.3289,-0.1533
KR,Korea,2025-Q2,142.4055,0.1084
KR,Korea,2025-Q3,142.8669,0.3538
KR,Korea,2025-Q4,143.6856,0.703
KR,Korea,2026-Q1,144.8397,1.7641
MX,Mexico,2006-Q2,80.0124,6.5905
MX,Mexico,2006-Q3,81.2138,6.1811
MX,Mexico,2006-Q4,81.6445,6.9712
MX,Mexico,2007-Q1,83.7828,7.4542
MX,Mexico,2007-Q2,86.1737,7.7004
MX,Mexico,2007-Q3,87.8281,8.1443
MX,Mexico,2007-Q4,87.7284,7.4517
MX,Mexico,2008-Q1,89.0422,6.2774
MX,Mexico,2008-Q2,91.573,6.2656
MX,Mexico,2008-Q3,93.8626,6.8708
MX,Mexico,2008-Q4,94.841,8.1075
MX,Mexico,2009-Q1,96.1445,7.9763
MX,Mexico,2009-Q2,97.3531,6.312
MX,Mexico,2009-Q3,97.5974,3.979
MX,Mexico,2009-Q4,97.5239,2.8288
MX,Mexico,2010-Q1,98.2774,2.2184
MX,Mexico,2010-Q2,99.3245,2.025
MX,Mexico,2010-Q3,100.5778,3.0538
MX,Mexico,2010-Q4,101.8204,4.4056
MX,Mexico,2011-Q1,103.7879,5.6071
MX,Mexico,2011-Q2,105.413,6.1299
MX,Mexico,2011-Q3,106.5574,5.9452
MX,Mexico,2011-Q4,107.416,5.4956
MX,Mexico,2012-Q1,108.0055,4.0637
MX,Mexico,2012-Q2,108.6432,3.0643
MX,Mexico,2012-Q3,109.6152,2.8696
MX,Mexico,2012-Q4,110.4012,2.7791
MX,Mexico,2013-Q1,112.0894,3.7812
MX,Mexico,2013-Q2,114.1783,5.0948
MX,Mexico,2013-Q3,115.8688,5.705
MX,Mexico,2013-Q4,116.8736,5.8626
MX,Mexico,2014-Q1,118.4747,5.6966
MX,Mexico,2014-Q2,118.9788,4.2044
MX,Mexico,2014-Q3,119.7511,3.3506
MX,Mexico,2014-Q4,121.3634,3.8416
MX,Mexico,2015-Q1,123.5909,4.3184
MX,Mexico,2015-Q2,128.0902,7.658
MX,Mexico,2015-Q3,132.1108,10.3212
MX,Mexico,2015-Q4,133.7682,10.2212
MX,Mexico,2016-Q1,135.407,9.5607
MX,Mexico,2016-Q2,138.069,7.7904
MX,Mexico,2016-Q3,140.1558,6.0896
MX,Mexico,2016-Q4,141.6184,5.8685
MX,Mexico,2017-Q1,145.3789,7.3644
MX,Mexico,2017-Q2,148.3989,7.4817
MX,Mexico,2017-Q3,151.2265,7.8989
MX,Mexico,2017-Q4,153.7489,8.5656
MX,Mexico,2018-Q1,157.6318,8.4283
MX,Mexico,2018-Q2,161.2641,8.6693
MX,Mexico,2018-Q3,164.9095,9.048
MX,Mexico,2018-Q4,168.0721,9.316
MX,Mexico,2019-Q1,171.8704,9.0328
MX,Mexico,2019-Q2,176.0633,9.177
MX,Mexico,2019-Q3,178.8326,8.4429
MX,Mexico,2019-Q4,180.9432,7.6581
MX,Mexico,2020-Q1,183.9652,7.0372
MX,Mexico,2020-Q2,186.2172,5.7672
MX,Mexico,2020-Q3,187.8402,5.0369
MX,Mexico,2020-Q4,190.6729,5.3772
MX,Mexico,2021-Q1,196.0467,6.5673
MX,Mexico,2021-Q2,200.6422,7.7463
MX,Mexico,2021-Q3,204.1149,8.6641
MX,Mexico,2021-Q4,206.974,8.5492
MX,Mexico,2022-Q1,211.2251,7.7422
MX,Mexico,2022-Q2,216.6289,7.9678
MX,Mexico,2022-Q3,223.3499,9.4236
MX,Mexico,2022-Q4,228.5141,10.4072
MX,Mexico,2023-Q1,235.8938,11.6789
MX,Mexico,2023-Q2,241.6118,11.5326
MX,Mexico,2023-Q3,246.5366,10.3813
MX,Mexico,2023-Q4,251.5062,10.0616
MX,Mexico,2024-Q1,258.7062,9.6706
MX,Mexico,2024-Q2,264.2148,9.3551
MX,Mexico,2024-Q3,269.1844,9.1864
MX,Mexico,2024-Q4,273.4206,8.7133
MX,Mexico,2025-Q1,279.7973,8.1525
MX,Mexico,2025-Q2,287.2368,8.7134
MX,Mexico,2025-Q3,293.0447,8.8639
MX,Mexico,2025-Q4,297.8198,8.9237
MX,Mexico,2026-Q1,304.1666,8.7096
NL,Netherlands,2006-Q2,98.934,4.3046
NL,Netherlands,2006-Q3,100.0711,4.1135
NL,Netherlands,2006-Q4,100.9368,4.5084
NL,Netherlands,2007-Q1,102.2805,4.7367
NL,Netherlands,2007-Q2,103.185,4.2967
NL,Netherlands,2007-Q3,105.2006,5.1259
NL,Netherlands,2007-Q4,106.1826,5.1971
NL,Netherlands,2008-Q1,106.2472,3.8782
NL,Netherlands,2008-Q2,106.4151,3.1305
NL,Netherlands,2008-Q3,107.7718,2.4441
NL,Netherlands,2008-Q4,105.5624,-0.5841
NL,Netherlands,2009-Q1,104.477,-1.6661
NL,Netherlands,2009-Q2,101.4665,-4.6503
NL,Netherlands,2009-Q3,100.575,-6.6779
NL,Netherlands,2009-Q4,100.4974,-4.798
NL,Netherlands,2010-Q1,100.1874,-4.1059
NL,Netherlands,2010-Q2,100.0711,-1.3753
NL,Netherlands,2010-Q3,100.1615,-0.4111
NL,Netherlands,2010-Q4,99.5801,-0.9128
NL,Netherlands,2011-Q1,99.6964,-0.4901
NL,Netherlands,2011-Q2,98.3397,-1.7301
NL,Netherlands,2011-Q3,97.8745,-2.2833
NL,Netherlands,2011-Q4,96.1561,-3.4384
NL,Netherlands,2012-Q1,94.3213,-5.3914
NL,Netherlands,2012-Q2,92.7579,-5.676
NL,Netherlands,2012-Q3,89.153,-8.9109
NL,Netherlands,2012-Q4,89.5277,-6.8933
NL,Netherlands,2013-Q1,87.0857,-7.6712
NL,Netherlands,2013-Q2,85.3027,-8.0373
NL,Netherlands,2013-Q3,85.8453,-3.7101
NL,Netherlands,2013-Q4,85.5611,-4.4307
NL,Netherlands,2014-Q1,86.0004,-1.2463
NL,Netherlands,2014-Q2,86.3751,1.2572
NL,Netherlands,2014-Q3,86.9307,1.2643
NL,Netherlands,2014-Q4,87.3054,2.0387
NL,Netherlands,2015-Q1,88.1194,2.4639
NL,Netherlands,2015-Q2,89.0238,3.0666
NL,Netherlands,2015-Q3,90.5743,4.1914
NL,Netherlands,2015-Q4,91.0912,4.3362
NL,Netherlands,2016-Q1,91.9956,4.3988
NL,Netherlands,2016-Q2,93.2877,4.7896
NL,Netherlands,2016-Q3,95.6134,5.5635
NL,Netherlands,2016-Q4,96.9055,6.383
NL,Netherlands,2017-Q1,98.8436,7.4438
NL,Netherlands,2017-Q2,100.5233,7.7562
NL,Netherlands,2017-Q3,103.3659,8.1081
NL,Netherlands,2017-Q4,105.5624,8.9333
NL,Netherlands,2018-Q1,107.8881,9.1503
NL,Netherlands,2018-Q2,109.9554,9.383
NL,Netherlands,2018-Q3,113.444,9.75
NL,Netherlands,2018-Q4,114.9945,8.9351
NL,Netherlands,2019-Q1,116.9326,8.3832
NL,Netherlands,2019-Q2,118.4831,7.7556
NL,Netherlands,2019-Q3,120.6796,6.3781
NL,Netherlands,2019-Q4,122.4885,6.5169
NL,Netherlands,2020-Q1,124.9435,6.8508
NL,Netherlands,2020-Q2,127.9152,7.9607
NL,Netherlands,2020-Q3,130.887,8.4582
NL,Netherlands,2020-Q4,133.0835,8.6498
NL,Netherlands,2021-Q1,137.8642,10.3413
NL,Netherlands,2021-Q2,143.9369,12.5253
NL,Netherlands,2021-Q3,152.077,16.1895
NL,Netherlands,2021-Q4,157.7621,18.5437
NL,Netherlands,2022-Q1,164.0933,19.0253
NL,Netherlands,2022-Q2,169.1324,17.5045
NL,Netherlands,2022-Q3,170.4244,12.0646
NL,Netherlands,2022-Q4,166.6774,5.6511
NL,Netherlands,2023-Q1,164.2225,0.0787
NL,Netherlands,2023-Q2,162.2844,-4.0489
NL,Netherlands,2023-Q3,164.0933,-3.7149
NL,Netherlands,2023-Q4,166.9358,0.155
NL,Netherlands,2024-Q1,170.2952,3.6979
NL,Netherlands,2024-Q2,174.6883,7.6433
NL,Netherlands,2024-Q3,181.1487,10.3937
NL,Netherlands,2024-Q4,185.0249,10.8359
NL,Netherlands,2025-Q1,188.6427,10.7739
NL,Netherlands,2025-Q2,191.356,9.5414
NL,Netherlands,2025-Q3,195.4907,7.9173
NL,Netherlands,2025-Q4,196.3951,6.1453
NL,Netherlands,2026-Q1,198.3332,5.137
NO,Norway,2006-Q2,80.8107,12.5683
NO,Norway,2006-Q3,83.426,15.1625
NO,Norway,2006-Q4,84.472,16.6065
NO,Norway,2007-Q1,89.7025,16.4686
NO,Norway,2007-Q2,93.1023,15.2104
NO,Norway,2007-Q3,92.9716,11.442
NO,Norway,2007-Q4,90.8794,7.5851
NO,Norway,2008-Q1,92.9716,3.6443
NO,Norway,2008-Q2,94.1484,1.1236
NO,Norway,2008-Q3,91.0101,-2.1097
NO,Norway,2008-Q4,84.6028,-6.9065
NO,Norway,2009-Q1,88.1334,-5.2039
NO,Norway,2009-Q2,92.71,-1.5278
NO,Norway,2009-Q3,94.4099,3.7356
NO,Norway,2009-Q4,94.4099,11.592
NO,Norway,2010-Q1,97.5482,10.6825
NO,Norway,2010-Q2,101.2095,9.1678
NO,Norway,2010-Q3,100.6865,6.6482
NO,Norway,2010-Q4,100.5557,6.5097
NO,Norway,2011-Q1,105.7862,8.445
NO,Norway,2011-Q2,108.663,7.3643
NO,Norway,2011-Q3,109.0552,8.3117
NO,Norway,2011-Q4,108.5322,7.9324
NO,Norway,2012-Q1,112.4551,6.3041
NO,Norway,2012-Q2,116.1164,6.8592
NO,Norway,2012-Q3,116.7702,7.0743
NO,Norway,2012-Q4,115.9856,6.8675
NO,Norway,2013-Q1,119.5162,6.2791
NO,Norway,2013-Q2,122.7852,5.7432
NO,Norway,2013-Q3,120.4315,3.1355
NO,Norway,2013-Q4,117.1625,1.0147
NO,Norway,2014-Q1,119.9085,0.3282
NO,Norway,2014-Q2,124.4851,1.3845
NO,Norway,2014-Q3,124.6159,3.4745
NO,Norway,2014-Q4,123.9621,5.8036
NO,Norway,2015-Q1,128.5387,7.1974
NO,Norway,2015-Q2,132.7231,6.6176
NO,Norway,2015-Q3,132.2001,6.086
NO,Norway,2015-Q4,129.5848,4.5359
NO,Norway,2016-Q1,134.423,4.5778
NO,Norway,2016-Q2,140.0458,5.5172
NO,Norway,2016-Q3,142.661,7.913
NO,Norway,2016-Q4,142.661,10.0908
NO,Norway,2017-Q1,148.0222,10.1167
NO,Norway,2017-Q2,149.7221,6.9094
NO,Norway,2017-Q3,146.1916,2.4748
NO,Norway,2017-Q4,143.7071,0.7333
NO,Norway,2018-Q1,146.4531,-1.0601
NO,Norway,2018-Q2,152.2066,1.6594
NO,Norway,2018-Q3,150.5067,2.9517
NO,Norway,2018-Q4,146.9761,2.2748
NO,Norway,2019-Q1,150.899,3.0357
NO,Norway,2019-Q2,155.2141,1.9759
NO,Norway,2019-Q3,154.0373,2.3458
NO,Norway,2019-Q4,150.7682,2.5801
NO,Norway,2020-Q1,153.7757,1.9064
NO,Norway,2020-Q2,159.3985,2.6959
NO,Norway,2020-Q3,161.6214,4.9236
NO,Norway,2020-Q4,162.1445,7.5455
NO,Norway,2021-Q1,170.9055,11.1395
NO,Norway,2021-Q2,179.1435,12.3872
NO,Norway,2021-Q3,178.4897,10.4369
NO,Norway,2021-Q4,175.0899,7.9839
NO,Norway,2022-Q1,183.1971,7.192
NO,Norway,2022-Q2,190.5198,6.3504
NO,Norway,2022-Q3,187.12,4.8352
NO,Norway,2022-Q4,179.6666,2.6139
NO,Norway,2023-Q1,183.0664,-0.0714
NO,Norway,2023-Q2,190.2583,-0.1373
NO,Norway,2023-Q3,184.7663,-1.2579
NO,Norway,2023-Q4,178.3589,-0.7278
NO,Norway,2024-Q1,185.2893,1.2143
NO,Norway,2024-Q2,193.135,1.512
NO,Norway,2024-Q3,190.7813,3.2555
NO,Norway,2024-Q4,186.9892,4.8387
NO,Norway,2025-Q1,197.3194,6.4926
NO,Norway,2025-Q2,201.896,4.5362
NO,Norway,2025-Q3,200.3269,5.0034
NO,Norway,2025-Q4,198.104,5.9441
NO,Norway,2026-Q1,204.9036,3.8436
